I0507 12:04:17.597069       1 descheduler.go:169] "Number of evicted pods" totalEvicted=0
I0507 12:02:27.952693       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.952500       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-6bbf" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.952474       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.952343       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-dc4k" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.952324       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.952096       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-5nj8" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node, insufficient memory]"
I0507 12:02:27.952073       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.951920       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-5kz8" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.951905       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.951719       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-cz4q" error:="insufficient cpu"
I0507 12:02:27.951706       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.951613       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-9jbm" error:="[pod node selector does not match the node label, insufficient cpu, insufficient pods]"
I0507 12:02:27.951595       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.951400       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-x94l" error:="[pod node selector does not match the node label, insufficient cpu, insufficient pods]"
I0507 12:02:27.951380       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.951160       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-d8sv" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node, insufficient cpu, insufficient memory]"
I0507 12:02:27.951132       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950992       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-databenchloki-n2-8c6b6266-k4v7" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node]"
I0507 12:02:27.950975       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950868       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-vpmb" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.950848       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950675       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-qqlx" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.950653       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950509       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-dtw8" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.950491       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950368       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-t94m" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.950357       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950221       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-kv65" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.950197       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.950038       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-x24s" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.950018       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.949880       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-hg-n2s4-7-1dd39c-6f2ad845-7lsj" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node]"
I0507 12:02:27.949860       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.949749       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-trgv" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.949722       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.949485       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-d6b6" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.949467       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.949345       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-qg78" error:="[pod node selector does not match the node label, insufficient cpu]"
I0507 12:02:27.949323       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.949136       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-8wbq" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.949117       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.948997       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-v5z4" error:="[pod node selector does not match the node label, insufficient memory, insufficient cpu]"
I0507 12:02:27.948971       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.948795       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-nx76" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.948778       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.948619       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-kbpj" error:="[pod node selector does not match the node label, insufficient memory, insufficient cpu]"
I0507 12:02:27.948600       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.948372       1 node.go:157] "Pod does not fit on any other node" pod:="loki-dev-005/querier-burst-6b5f6db455-5zvkm" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-jjb7" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.948350       1 node.go:339] "no Pod antiaffinity rule found" pod="loki-dev-005/querier-burst-6b5f6db455-5zvkm"
I0507 12:02:27.947830       1 nodeutilization.go:274] "Evicting pods based on priority, if they have same priority, they'll be evicted based on QoS tiers"
I0507 12:02:27.947815       1 nodeutilization.go:267] "Pods on node" node="gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-g7pt" allPods=20 nonRemovablePods=19 removablePods=1
I0507 12:02:27.947778       1 defaultevictor.go:202] "Pod fails the following checks" pod="mimir-dev-14/store-gateway-zone-c-1" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.947758       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/node-local-dns-sqdgz" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947727       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/ip-masq-agent-4gfch" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.947646       1 defaultevictor.go:202] "Pod fails the following checks" pod="loki-dev-ssd/promtail-loki-dev-ssd-4vnl7" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947622       1 defaultevictor.go:202] "Pod fails the following checks" pod="insight-logs/promtail-insight-logs-9v8cj" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947595       1 defaultevictor.go:202] "Pod fails the following checks" pod="netfilter-exporter/netfilter-exporter-zg8mq" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947572       1 defaultevictor.go:202] "Pod fails the following checks" pod="mimir-dev-11/store-gateway-zone-c-2" checks="pod has local storage and descheduler is not configured with evictLocalStoragePods"
I0507 12:02:27.947555       1 defaultevictor.go:202] "Pod fails the following checks" pod="conntrack-exporter/conntrack-exporter-lv6d2" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.947534       1 defaultevictor.go:202] "Pod fails the following checks" pod="ge-logs/promtail-5g7v6" checks="[pod is a DaemonSet pod, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947415       1 defaultevictor.go:202] "Pod fails the following checks" pod="pyroscope-ebpf/profiler-jb6bw" checks="pod is a DaemonSet pod"
I0507 12:02:27.947397       1 defaultevictor.go:202] "Pod fails the following checks" pod="promtail-ops/agent-6v7lp" checks="[pod is a DaemonSet pod, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947372       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/pdcsi-node-9dvkv" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947344       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/kube-proxy-gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-g7pt" checks="[pod is a mirror pod, pod is a static pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947315       1 defaultevictor.go:202] "Pod fails the following checks" pod="kube-system/calico-node-j55qj" checks="[pod is a DaemonSet pod, pod has system critical priority, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947283       1 defaultevictor.go:202] "Pod fails the following checks" pod="promtail-ops/loki-canary-pfmwd" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.947262       1 defaultevictor.go:202] "Pod fails the following checks" pod="agent-logs/agent-xw47w" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947196       1 defaultevictor.go:202] "Pod fails the following checks" pod="startup/startup-x2pq9" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.947182       1 defaultevictor.go:202] "Pod fails the following checks" pod="node-exporter/node-exporter-8wxwx" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold, pod has local storage and descheduler is not configured with evictLocalStoragePods]"
I0507 12:02:27.947167       1 defaultevictor.go:202] "Pod fails the following checks" pod="goldpinger/goldpinger-bdrkn" checks="[pod is a DaemonSet pod, pod has higher priority than specified priority class threshold]"
I0507 12:02:27.947137       1 nodeutilization.go:264] "Evicting pods from node" node="gke-dev-us-central-0-spot-n2s8-0-1dd3-f81338c4-g7pt" usage={"cpu":"6826m","memory":"16564Mi","pods":"20"}
I0507 12:02:27.946987       1 defaultevictor.go:163] "pod does not fit on any other node because of nodeSelector(s), Taint(s), or nodes marked as unschedulable" pod="gel-sbdev/gel-4"
I0507 12:02:27.946977       1 node.go:157] "Pod does not fit on any other node" pod:="gel-sbdev/gel-4" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-vpgr" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.946956       1 node.go:339] "no Pod antiaffinity rule found" pod="gel-sbdev/gel-4"
I0507 12:02:27.946850       1 node.go:157] "Pod does not fit on any other node" pod:="gel-sbdev/gel-4" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-lgmg" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.946825       1 node.go:339] "no Pod antiaffinity rule found" pod="gel-sbdev/gel-4"
I0507 12:02:27.946637       1 node.go:157] "Pod does not fit on any other node" pod:="gel-sbdev/gel-4" node:="gke-dev-us-central-0-main-n2s16-3-1dd-9b502d96-h8wf" error:="[pod node selector does not match the node label, insufficient cpu, insufficient memory]"
I0507 12:02:27.946604       1 node.go:339] "no Pod antiaffinity rule found" pod="gel-sbdev/gel-4"
I0507 12:02:27.946458       1 node.go:157] "Pod does not fit on any other node" pod:="gel-sbdev/gel-4" node:="gke-dev-us-central-0-hg-n2s8-6-1dd39c-3bfd06e9-9fp2" error:="[pod node selector does not match the node label, pod does not tolerate taints on the node, insufficient cpu]"
